text,label
"Kotlin, Azure, SOC Analysis, Problem Solving and have worked on related projects.","Kotlin, Azure, SOC Analysis, Problem Solving"
"Time Management, Kotlin and have worked on related projects.","Time Management, Kotlin"
"Leadership, Kotlin, Network Security, TensorFlow and have worked on related projects.","Leadership, Kotlin, Network Security, TensorFlow"
"Teamwork, Docker, Scikit-learn, Ethical Hacking and have worked on related projects.","Teamwork, Docker, Scikit-learn, Ethical Hacking"
"Python, Leadership and have worked on related projects.","Python, Leadership"
"GCP, Ruby, Teamwork and have worked on related projects.","GCP, Ruby, Teamwork"
"Leadership, TensorFlow, Python, CI/CD and have worked on related projects.","Leadership, TensorFlow, Python, CI/CD"
"SIEM, Problem Solving and have worked on related projects.","SIEM, Problem Solving"
"Teamwork, Ethical Hacking, Java, Azure and have worked on related projects.","Teamwork, Ethical Hacking, Java, Azure"
"SIEM, PHP, Scikit-learn, GCP and have worked on related projects.","SIEM, PHP, Scikit-learn, GCP"
"Docker, Penetration Testing, Pandas, Teamwork and have worked on related projects.","Docker, Penetration Testing, Pandas, Teamwork"
"Python, Deep Learning, Ethical Hacking, Problem Solving and have worked on related projects.","Python, Deep Learning, Ethical Hacking, Problem Solving"
"Communication, Kotlin, Docker, SIEM and have worked on related projects.","Communication, Kotlin, Docker, SIEM"
"Network Security, Go, Ansible and have worked on related projects.","Network Security, Go, Ansible"
"Scikit-learn, Swift, Leadership, Ansible and have worked on related projects.","Scikit-learn, Swift, Leadership, Ansible"
"Ethical Hacking, Python, Time Management and have worked on related projects.","Ethical Hacking, Python, Time Management"
"TensorFlow, SOC Analysis and have worked on related projects.","TensorFlow, SOC Analysis"
"Ethical Hacking, Problem Solving, Pandas, GCP and have worked on related projects.","Ethical Hacking, Problem Solving, Pandas, GCP"
"PHP, Penetration Testing, Terraform and have worked on related projects.","PHP, Penetration Testing, Terraform"
"PyTorch, Azure, Leadership and have worked on related projects.","PyTorch, Azure, Leadership"
"PyTorch, Network Security, Time Management, SQL and have worked on related projects.","PyTorch, Network Security, Time Management, SQL"
"Jenkins, JavaScript and have worked on related projects.","Jenkins, JavaScript"
"Terraform, Kotlin and have worked on related projects.","Terraform, Kotlin"
"Jenkins, Penetration Testing and have worked on related projects.","Jenkins, Penetration Testing"
"Azure, SOC Analysis and have worked on related projects.","Azure, SOC Analysis"
"Leadership, Python, Penetration Testing, Scikit-learn and have worked on related projects.","Leadership, Python, Penetration Testing, Scikit-learn"
"SOC Analysis, Leadership, Docker and have worked on related projects.","SOC Analysis, Leadership, Docker"
"Network Security, Jenkins, Deep Learning and have worked on related projects.","Network Security, Jenkins, Deep Learning"
"SIEM, CI/CD, Scikit-learn and have worked on related projects.","SIEM, CI/CD, Scikit-learn"
"Terraform, Ruby and have worked on related projects.","Terraform, Ruby"
"GCP, Machine Learning, Penetration Testing and have worked on related projects.","GCP, Machine Learning, Penetration Testing"
"Ansible, Swift and have worked on related projects.","Ansible, Swift"
"SOC Analysis, Time Management and have worked on related projects.","SOC Analysis, Time Management"
"Penetration Testing, SQL, Scikit-learn and have worked on related projects.","Penetration Testing, SQL, Scikit-learn"
"Network Security, Terraform, TensorFlow, Time Management and have worked on related projects.","Network Security, Terraform, TensorFlow, Time Management"
"Ethical Hacking, TensorFlow, GCP and have worked on related projects.","Ethical Hacking, TensorFlow, GCP"
"Jenkins, SQL, Communication and have worked on related projects.","Jenkins, SQL, Communication"
"Kotlin, Machine Learning and have worked on related projects.","Kotlin, Machine Learning"
"Kubernetes, Network Security and have worked on related projects.","Kubernetes, Network Security"
"Ethical Hacking, Communication, SQL and have worked on related projects.","Ethical Hacking, Communication, SQL"
"PyTorch, Communication, Ethical Hacking, Azure and have worked on related projects.","PyTorch, Communication, Ethical Hacking, Azure"
"Problem Solving, Pandas, CI/CD, Network Security and have worked on related projects.","Problem Solving, Pandas, CI/CD, Network Security"
"Docker, Communication, Scikit-learn, Swift and have worked on related projects.","Docker, Communication, Scikit-learn, Swift"
"SIEM, Leadership, Deep Learning and have worked on related projects.","SIEM, Leadership, Deep Learning"
"C++, Teamwork, Pandas, Ethical Hacking and have worked on related projects.","C++, Teamwork, Pandas, Ethical Hacking"
"Java, CI/CD, TensorFlow and have worked on related projects.","Java, CI/CD, TensorFlow"
"AWS, Scikit-learn, SOC Analysis, Leadership and have worked on related projects.","AWS, Scikit-learn, SOC Analysis, Leadership"
"Ruby, Ethical Hacking and have worked on related projects.","Ruby, Ethical Hacking"
"Machine Learning, SQL, Time Management and have worked on related projects.","Machine Learning, SQL, Time Management"
"Teamwork, SIEM, Docker, JavaScript and have worked on related projects.","Teamwork, SIEM, Docker, JavaScript"
"Python, CI/CD, Time Management and have worked on related projects.","Python, CI/CD, Time Management"
"Deep Learning, CI/CD and have worked on related projects.","Deep Learning, CI/CD"
"Scikit-learn, GCP and have worked on related projects.","Scikit-learn, GCP"
"PHP, Teamwork, TensorFlow and have worked on related projects.","PHP, Teamwork, TensorFlow"
"Deep Learning, Docker, SOC Analysis and have worked on related projects.","Deep Learning, Docker, SOC Analysis"
"AWS, Communication, SOC Analysis and have worked on related projects.","AWS, Communication, SOC Analysis"
"Communication, TensorFlow, Terraform and have worked on related projects.","Communication, TensorFlow, Terraform"
"CI/CD, Ruby, PyTorch and have worked on related projects.","CI/CD, Ruby, PyTorch"
"CI/CD, Communication and have worked on related projects.","CI/CD, Communication"
"Terraform, Ethical Hacking and have worked on related projects.","Terraform, Ethical Hacking"
"Terraform, C++ and have worked on related projects.","Terraform, C++"
"GCP, Pandas, Time Management and have worked on related projects.","GCP, Pandas, Time Management"
"Problem Solving, Deep Learning and have worked on related projects.","Problem Solving, Deep Learning"
"Ruby, Communication, Terraform, Scikit-learn and have worked on related projects.","Ruby, Communication, Terraform, Scikit-learn"
"Scikit-learn, Time Management, Ruby, Penetration Testing and have worked on related projects.","Scikit-learn, Time Management, Ruby, Penetration Testing"
"Penetration Testing, CI/CD, Ruby, Communication and have worked on related projects.","Penetration Testing, CI/CD, Ruby, Communication"
"PHP, GCP, Network Security and have worked on related projects.","PHP, GCP, Network Security"
"Leadership, AWS and have worked on related projects.","Leadership, AWS"
"Ansible, Teamwork, SOC Analysis and have worked on related projects.","Ansible, Teamwork, SOC Analysis"
"SOC Analysis, Java and have worked on related projects.","SOC Analysis, Java"
"Ansible, Leadership, C++ and have worked on related projects.","Ansible, Leadership, C++"
"SOC Analysis, CI/CD, PHP and have worked on related projects.","SOC Analysis, CI/CD, PHP"
"Pandas, SOC Analysis and have worked on related projects.","Pandas, SOC Analysis"
"Network Security, GCP and have worked on related projects.","Network Security, GCP"
"SIEM, Communication, Kubernetes, Pandas and have worked on related projects.","SIEM, Communication, Kubernetes, Pandas"
"PHP, Ethical Hacking, Problem Solving and have worked on related projects.","PHP, Ethical Hacking, Problem Solving"
"Ethical Hacking, C++, Kubernetes and have worked on related projects.","Ethical Hacking, C++, Kubernetes"
"Pandas, AWS, SQL, SOC Analysis and have worked on related projects.","Pandas, AWS, SQL, SOC Analysis"
"Docker, Penetration Testing, Kotlin and have worked on related projects.","Docker, Penetration Testing, Kotlin"
"PyTorch, Problem Solving, Terraform and have worked on related projects.","PyTorch, Problem Solving, Terraform"
"Leadership, Python, Deep Learning and have worked on related projects.","Leadership, Python, Deep Learning"
"Ansible, Ruby, Pandas and have worked on related projects.","Ansible, Ruby, Pandas"
"Penetration Testing, GCP, PHP and have worked on related projects.","Penetration Testing, GCP, PHP"
"Ruby, Network Security and have worked on related projects.","Ruby, Network Security"
"Scikit-learn, JavaScript, Kubernetes and have worked on related projects.","Scikit-learn, JavaScript, Kubernetes"
"Teamwork, Java and have worked on related projects.","Teamwork, Java"
"AWS, JavaScript, Machine Learning and have worked on related projects.","AWS, JavaScript, Machine Learning"
"Ruby, Time Management, SOC Analysis and have worked on related projects.","Ruby, Time Management, SOC Analysis"
"Teamwork, Ethical Hacking, Pandas and have worked on related projects.","Teamwork, Ethical Hacking, Pandas"
"Ansible, SOC Analysis, Leadership, SQL and have worked on related projects.","Ansible, SOC Analysis, Leadership, SQL"
"PHP, Time Management and have worked on related projects.","PHP, Time Management"
"Time Management, Ansible, C++ and have worked on related projects.","Time Management, Ansible, C++"
"Kotlin, PyTorch, Terraform and have worked on related projects.","Kotlin, PyTorch, Terraform"
"TensorFlow, Azure, Leadership and have worked on related projects.","TensorFlow, Azure, Leadership"
"Kotlin, CI/CD, Leadership and have worked on related projects.","Kotlin, CI/CD, Leadership"
"Ethical Hacking, GCP, Leadership, Ruby and have worked on related projects.","Ethical Hacking, GCP, Leadership, Ruby"
"C++, TensorFlow and have worked on related projects.","C++, TensorFlow"
"Pandas, Communication and have worked on related projects.","Pandas, Communication"
"Machine Learning, CI/CD, Communication and have worked on related projects.","Machine Learning, CI/CD, Communication"
"Go, Time Management and have worked on related projects.","Go, Time Management"
"SOC Analysis, C++, PyTorch and have worked on related projects.","SOC Analysis, C++, PyTorch"
"Communication, SOC Analysis, PHP, Scikit-learn and have worked on related projects.","Communication, SOC Analysis, PHP, Scikit-learn"
"Pandas, Penetration Testing, Go and have worked on related projects.","Pandas, Penetration Testing, Go"
"Penetration Testing, TensorFlow, Swift and have worked on related projects.","Penetration Testing, TensorFlow, Swift"
"Network Security, Deep Learning, Leadership, Kubernetes and have worked on related projects.","Network Security, Deep Learning, Leadership, Kubernetes"
"Java, Leadership, SIEM and have worked on related projects.","Java, Leadership, SIEM"
"Teamwork, SIEM and have worked on related projects.","Teamwork, SIEM"
"Jenkins, SIEM and have worked on related projects.","Jenkins, SIEM"
"TensorFlow, Communication and have worked on related projects.","TensorFlow, Communication"
"Problem Solving, SIEM and have worked on related projects.","Problem Solving, SIEM"
"Ansible, Problem Solving, Deep Learning and have worked on related projects.","Ansible, Problem Solving, Deep Learning"
